Tweet,Tweet_Normalized,Tweet_Tokenized,Tweet_Stopwords,Tweet_Stemmed,Suicide
"saya tidak sudah lama pergi bulan terakhir ini adalah yang terburuk 3 minggu yang lalu saya pergi kencan dengan seorang pria dan pergi ke tempatnya setelah itu dan dia mencoba memaksa saya untuk pergi lebih jauh daripada yang saya inginkan, saya telah takut untuk pergi dengan seorang pria sejak hari berikutnya saya dipecat dari pekerjaan saya yang akan terjadi pada minggu berikutnya, saya pergi, saya pergi, saya akan pergi dengan beberapa masalah pada minggu itu sendirian yang tidak ada yang tidak ada yang tidak membantu dengan depresi pada minggu berikutnya yang tidak ada yang tidak membantu dengan depresi pada minggu berikutnya yang tidak ada yang tidak membantu dengan depresi saya pada minggu berikutnya dan tidak ada masalah yang tidak membantu dengan depresi pada minggu berikutnya yang tidak membantu dengan depresi pada minggu berikutnya pada minggu berikutnya yang tidak membantu dengan depresi pada minggu berikutnya yang tidak membantu dengan depresi pada minggu berikutnya mencoba memaksa saya, saya pergi makan malam di rumah teman dan mobil saya akhirnya ditarik jadi saya berutang pada ibu saya 150 untuk itu saya hampir mencoba bunuh diri hari itu dan saya mulai bekerja minggu lalu tetapi hanya akan mendapatkan gaji parsial karena saya tidak tahu apa yang saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan membantu.","saya tidak sudah lama pergi bulan terakhir ini adalah yang terburuk 3 minggu yang lalu saya pergi kencan dengan seorang pria dan pergi ke tempatnya setelah itu dan dia mencoba memaksa saya untuk pergi lebih jauh daripada yang saya inginkan, saya telah takut untuk pergi dengan seorang pria sejak hari berikutnya saya dipecat dari pekerjaan saya yang akan terjadi pada minggu berikutnya, saya pergi, saya pergi, saya akan pergi dengan beberapa masalah pada minggu itu sendiri yang tidak ada yang tidak ada yang tidak membantu dengan depresi pada minggu berikutnya yang tidak ada yang tidak membantu dengan depresi pada minggu berikutnya yang tidak ada yang tidak membantu dengan depresi saya pada minggu berikutnya dan tidak ada masalah yang tidak membantu dengan depresi pada minggu berikutnya yang tidak membantu dengan depresi pada minggu berikutnya pada minggu berikutnya yang tidak membantu dengan depresi pada minggu berikutnya yang tidak membantu dengan depresi pada minggu berikutnya mencoba memaksa saya, saya pergi makan malam di rumah teman dan mobil saya akhirnya ditarik jadi saya berutang pada ibu saya 150 untuk itu saya hampir mencoba bunuh diri diri hari itu dan saya mulai bekerja minggu lalu tetapi hanya akan mendapatkan gaji parsial karena saya tidak tahu apa yang saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan tahu bahwa saya tidak akan membantu, saya tidak akan membantu.","['saya', 'tidak', 'sudah', 'lama', 'pergi', 'bulan', 'terakhir', 'ini', 'adalah', 'yang', 'terburuk', '3', 'minggu', 'yang', 'lalu', 'saya', 'pergi', 'kencan', 'dengan', 'seorang', 'pria', 'dan', 'pergi', 'ke', 'tempatnya', 'setelah', 'itu', 'dan', 'dia', 'mencoba', 'memaksa', 'saya', 'untuk', 'pergi', 'lebih', 'jauh', 'daripada', 'yang', 'saya', 'inginkan', ',', 'saya', 'telah', 'takut', 'untuk', 'pergi', 'dengan', 'seorang', 'pria', 'sejak', 'hari', 'berikutnya', 'saya', 'dipecat', 'dari', 'pekerjaan', 'saya', 'yang', 'akan', 'terjadi', 'pada', 'minggu', 'berikutnya', ',', 'saya', 'pergi', ',', 'saya', 'pergi', ',', 'saya', 'akan', 'pergi', 'dengan', 'beberapa', 'masalah', 'pada', 'minggu', 'itu', 'sendiri', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'pada', 'minggu', 'berikutnya', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'pada', 'minggu', 'berikutnya', 'yang', 'tidak', 'ada', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'saya', 'pada', 'minggu', 'berikutnya', 'dan', 'tidak', 'ada', 'masalah', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'pada', 'minggu', 'berikutnya', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'pada', 'minggu', 'berikutnya', 'pada', 'minggu', 'berikutnya', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'pada', 'minggu', 'berikutnya', 'yang', 'tidak', 'membantu', 'dengan', 'depresi', 'pada', 'minggu', 'berikutnya', 'mencoba', 'memaksa', 'saya', ',', 'saya', 'pergi', 'makan', 'malam', 'di', 'rumah', 'teman', 'dan', 'mobil', 'saya', 'akhirnya', 'ditarik', 'jadi', 'saya', 'berutang', 'pada', 'ibu', 'saya', '150', 'untuk', 'itu', 'saya', 'hampir', 'mencoba', 'bunuh', 'diri', 'diri', 'hari', 'itu', 'dan', 'saya', 'mulai', 'bekerja', 'minggu', 'lalu', 'tetapi', 'hanya', 'akan', 'mendapatkan', 'gaji', 'parsial', 'karena', 'saya', 'tidak', 'tahu', 'apa', 'yang', 'saya', 'tidak', 'akan', 'membantu', ',', 'saya', 'tidak', 'akan', 'tahu', 'bahwa', 'saya', 'tidak', 'akan', 'membantu', ',', 'saya', 'tidak', 'akan', 'tahu', 'bahwa', 'saya', 'tidak', 'akan', 'membantu', ',', 'saya', 'tidak', 'akan', 'tahu', 'bahwa', 'saya', 'tidak', 'akan', 'membantu', ',', 'saya', 'tidak', 'akan', 'tahu', 'bahwa', 'saya', 'tidak', 'akan', 'membantu', ',', 'saya', 'tidak', 'akan', 'membantu', '.']","['pergi', 'terburuk', '3', 'minggu', 'pergi', 'kencan', 'pria', 'pergi', 'tempatnya', 'mencoba', 'memaksa', 'pergi', ',', 'takut', 'pergi', 'pria', 'dipecat', 'pekerjaan', 'minggu', ',', 'pergi', ',', 'pergi', ',', 'pergi', 'minggu', 'membantu', 'depresi', 'minggu', 'membantu', 'depresi', 'minggu', 'membantu', 'depresi', 'minggu', 'membantu', 'depresi', 'minggu', 'membantu', 'depresi', 'minggu', 'minggu', 'membantu', 'depresi', 'minggu', 'membantu', 'depresi', 'minggu', 'mencoba', 'memaksa', ',', 'pergi', 'makan', 'malam', 'rumah', 'teman', 'mobil', 'ditarik', 'berutang', '150', 'mencoba', 'bunuh', 'minggu', 'gaji', 'parsial', 'membantu', ',', 'membantu', ',', 'membantu', ',', 'membantu', ',', 'membantu', ',', 'membantu', '.']","['pergi', 'buruk', '3', 'minggu', 'pergi', 'kencan', 'pria', 'pergi', 'tempat', 'coba', 'paksa', 'pergi', '', 'takut', 'pergi', 'pria', 'pecat', 'kerja', 'minggu', '', 'pergi', '', 'pergi', '', 'pergi', 'minggu', 'bantu', 'depresi', 'minggu', 'bantu', 'depresi', 'minggu', 'bantu', 'depresi', 'minggu', 'bantu', 'depresi', 'minggu', 'bantu', 'depresi', 'minggu', 'minggu', 'bantu', 'depresi', 'minggu', 'bantu', 'depresi', 'minggu', 'coba', 'paksa', '', 'pergi', 'makan', 'malam', 'rumah', 'teman', 'mobil', 'tarik', 'utang', '150', 'coba', 'bunuh', 'minggu', 'gaji', 'parsial', 'bantu', '', 'bantu', '', 'bantu', '', 'bantu', '', 'bantu', '', 'bantu', '']",Potential Suicide post
milikku,milikku,['milikku'],['milikku'],['milik'],Not Suicide post
besok akan menjadi luar biasa meskipun jika saya dimakan oleh dinosaurus saya menyalahkan sophie,besok akan menjadi luar biasa meskipun jika saya dimakan oleh dinosaurus saya menyalahkan sophie,"['besok', 'akan', 'menjadi', 'luar', 'biasa', 'meskipun', 'jika', 'saya', 'dimakan', 'oleh', 'dinosaurus', 'saya', 'menyalahkan', 'sophie']","['besok', 'dimakan', 'dinosaurus', 'menyalahkan', 'sophie']","['besok', 'makan', 'dinosaurus', 'salah', 'sophie']",Not Suicide post
saya muak dan lelah dengan orang -orang yang meletakkan begitu banyak energi untuk mengotak -atik kapal tetapi mereka tidak akan melakukan hal yang sama untuk membantu liv,saya muak dan lelah dengan orang -orang yang meletakkan begitu banyak energi untuk mengotak -atik kapal tetapi mereka tidak akan melakukan hal yang sama untuk membantu liv,"['saya', 'muak', 'dan', 'lelah', 'dengan', 'orang', '-orang', 'yang', 'meletakkan', 'begitu', 'banyak', 'energi', 'untuk', 'mengotak', '-atik', 'kapal', 'tetapi', 'mereka', 'tidak', 'akan', 'melakukan', 'hal', 'yang', 'sama', 'untuk', 'membantu', 'liv']","['muak', 'lelah', 'orang', '-orang', 'meletakkan', 'energi', 'mengotak', '-atik', 'kapal', 'membantu', 'liv']","['muak', 'lelah', 'orang', '-orang', 'letak', 'energi', 'otak', '-atik', 'kapal', 'bantu', 'liv']",Potential Suicide post
mencintai krisis kredit,mencintai krisis kredit,"['mencintai', 'krisis', 'kredit']","['mencintai', 'krisis', 'kredit']","['cinta', 'krisis', 'kredit']",Not Suicide post
setidaknya sudah ada di prancis seseorang tidak mati kehilangan segalanya saat sakit dan memiliki setidaknya 1,setidaknya sudah ada di prancis seseorang tidak meninggal kehilangan segalanya saat sakit dan memiliki setidaknya 1,"['setidaknya', 'sudah', 'ada', 'di', 'prancis', 'seseorang', 'tidak', 'meninggal', 'kehilangan', 'segalanya', 'saat', 'sakit', 'dan', 'memiliki', 'setidaknya', '1']","['prancis', 'meninggal', 'kehilangan', 'sakit', 'memiliki', '1']","['prancis', 'tinggal', 'hilang', 'sakit', 'milik', '1']",Potential Suicide post
itu adalah salah satu dari hugh s di eastern standard tetapi itu pasti salah satu yang akan saya rencanakan untuk membuat diri saya di masa depan,itu adalah salah satu dari hugh s di eastern standard tetapi itu pasti salah satu yang akan saya rencanakan untuk membuat diri saya di masa depan,"['itu', 'adalah', 'salah', 'satu', 'dari', 'hugh', 's', 'di', 'eastern', 'standard', 'tetapi', 'itu', 'pasti', 'salah', 'satu', 'yang', 'akan', 'saya', 'rencanakan', 'untuk', 'membuat', 'diri', 'saya', 'di', 'masa', 'depan']","['salah', 'hugh', 's', 'eastern', 'standard', 'salah', 'rencanakan']","['salah', 'hugh', 's', 'eastern', 'standard', 'salah', 'rencana']",Not Suicide post
tuhan menulis bahwa saya baru saja mengetiknya,tuhan menulis bahwa saya baru saja mengetiknya,"['tuhan', 'menulis', 'bahwa', 'saya', 'baru', 'saja', 'mengetiknya']","['tuhan', 'menulis', 'mengetiknya']","['tuhan', 'tulis', 'etik']",Not Suicide post
satu -satunya alasan saya belum bunuh diri adalah karena saya takut itu menjadi lebih buruk atau terjebak sebagai hantu atau omong kosong seperti itu betapapun saya ingin hidup dan saya benar -benar saya tidak bisa tahan dengan rasa sakit dari kenyataan saya berada atau cara orang memperlakukan saya,satu -satunya alasan saya belum bunuh diri diri adalah karena saya takut itu menjadi lebih buruk atau terjebak sebagai hantu atau omong kosong seperti itu betapapun saya ingin hidup dan saya benar -benar saya tidak bisa tahan dengan rasa sakit dari kenyataan saya berada atau cara orang memperlakukan saya,"['satu', '-satunya', 'alasan', 'saya', 'belum', 'bunuh', 'diri', 'diri', 'adalah', 'karena', 'saya', 'takut', 'itu', 'menjadi', 'lebih', 'buruk', 'atau', 'terjebak', 'sebagai', 'hantu', 'atau', 'omong', 'kosong', 'seperti', 'itu', 'betapapun', 'saya', 'ingin', 'hidup', 'dan', 'saya', 'benar', '-benar', 'saya', 'tidak', 'bisa', 'tahan', 'dengan', 'rasa', 'sakit', 'dari', 'kenyataan', 'saya', 'berada', 'atau', 'cara', 'orang', 'memperlakukan', 'saya']","['-satunya', 'alasan', 'bunuh', 'takut', 'buruk', 'terjebak', 'hantu', 'omong', 'kosong', 'betapapun', 'hidup', '-benar', 'tahan', 'sakit', 'kenyataan', 'orang', 'memperlakukan']","['-satunya', 'alas', 'bunuh', 'takut', 'buruk', 'jebak', 'hantu', 'omong', 'kosong', 'betapa', 'hidup', '-benar', 'tahan', 'sakit', 'nyata', 'orang', 'laku']",Potential Suicide post
slumdog millionaire omg atau yang baru oleh james patterson,slumdog millionaire ya tuhan atau yang baru oleh james patterson,"['slumdog', 'millionaire', 'ya', 'tuhan', 'atau', 'yang', 'baru', 'oleh', 'james', 'patterson']","['slumdog', 'millionaire', 'ya', 'tuhan', 'james', 'patterson']","['slumdog', 'millionaire', 'ya', 'tuhan', 'james', 'patterson']",Not Suicide post
hai teman -teman di rumah menonton televisi,hai teman -teman di rumah menonton televisi,"['hai', 'teman', '-teman', 'di', 'rumah', 'menonton', 'televisi']","['hai', 'teman', '-teman', 'rumah', 'menonton', 'televisi']","['hai', 'teman', '-teman', 'rumah', 'tonton', 'televisi']",Not Suicide post
seharusnya tidak menghancurkan seorang anak laki -laki dengan senyum manis hanya karena dia meminta nomor saya hmm,seharusnya tidak menghancurkan seorang anak laki -laki dengan senyum manis hanya karena dia meminta nomor saya hmm,"['seharusnya', 'tidak', 'menghancurkan', 'seorang', 'anak', 'laki', '-laki', 'dengan', 'senyum', 'manis', 'hanya', 'karena', 'dia', 'meminta', 'nomor', 'saya', 'hmm']","['menghancurkan', 'anak', 'laki', '-laki', 'senyum', 'manis', 'nomor', 'hmm']","['hancur', 'anak', 'laki', '-laki', 'senyum', 'manis', 'nomor', 'hmm']",Not Suicide post
"aww itu benar -benar manis dari anda, saya harap anda akan kembali ke inggris akan senang bertemu dengan anda lagi xxx","aww itu benar -benar manis dari anda, saya harap anda akan kembali ke inggris akan senang bertemu dengan anda lagi xxx","['aww', 'itu', 'benar', '-benar', 'manis', 'dari', 'anda', ',', 'saya', 'harap', 'anda', 'akan', 'kembali', 'ke', 'inggris', 'akan', 'senang', 'bertemu', 'dengan', 'anda', 'lagi', 'xxx']","['aww', '-benar', 'manis', ',', 'harap', 'inggris', 'senang', 'bertemu', 'xxx']","['aww', '-benar', 'manis', '', 'harap', 'inggris', 'senang', 'temu', 'xxx']",Not Suicide post
eh dimana berhadapan dengan la kita semua kawan di sini benar atau tidak,eh dimana berhadapan dengan la kita semua kawan di sini benar atau tidak,"['eh', 'dimana', 'berhadapan', 'dengan', 'la', 'kita', 'semua', 'kawan', 'di', 'sini', 'benar', 'atau', 'tidak']","['eh', 'dimana', 'berhadapan', 'la', 'kawan']","['eh', 'mana', 'hadap', 'la', 'kawan']",Not Suicide post
menjadi sepanas hari -hari yang gigih beristirahat di atas bunga yang lelah,menjadi sepanas hari -hari yang gigih beristirahat di atas bunga yang lelah,"['menjadi', 'sepanas', 'hari', '-hari', 'yang', 'gigih', 'beristirahat', 'di', 'atas', 'bunga', 'yang', 'lelah']","['sepanas', '-hari', 'gigih', 'beristirahat', 'bunga', 'lelah']","['panas', '-hari', 'gigih', 'istirahat', 'bunga', 'lelah']",Potential Suicide post
rt saya tidak ingin berada di sini lagi,rt saya tidak ingin berada di sini lagi,"['rt', 'saya', 'tidak', 'ingin', 'berada', 'di', 'sini', 'lagi']",['rt'],['rt'],Potential Suicide post
"jadi saya meniup uang hella di joann s sialan, saya benci bahwa saya melakukan ini untuk diri saya sendiri tetapi saya suka membuat kotoran","jadi saya meniup uang hella di joann s sialan, saya benci bahwa saya melakukan ini untuk diri saya sendiri tetapi saya suka membuat kotoran","['jadi', 'saya', 'meniup', 'uang', 'hella', 'di', 'joann', 's', 'sialan', ',', 'saya', 'benci', 'bahwa', 'saya', 'melakukan', 'ini', 'untuk', 'diri', 'saya', 'sendiri', 'tetapi', 'saya', 'suka', 'membuat', 'kotoran']","['meniup', 'uang', 'hella', 'joann', 's', 'sialan', ',', 'benci', 'suka', 'kotoran']","['tiup', 'uang', 'hella', 'joann', 's', 'sial', '', 'benci', 'suka', 'kotor']",Potential Suicide post
kacamata film 3d sialan yang aku benci diriku sendiri,kacamata film 3d sialan yang saya benci diriku sendiri,"['kacamata', 'film', '3d', 'sialan', 'yang', 'saya', 'benci', 'diriku', 'sendiri']","['kacamata', 'film', '3d', 'sialan', 'benci', 'diriku']","['kacamata', 'film', '3d', 'sial', 'benci', 'diri']",Potential Suicide post
"mempersiapkan kematian membiarkan segalanya berjalan, saya hanya memiliki satu hal terakhir untuk melepaskan diri dari tidak mencoba membuat orang panik dan berusaha menyelamatkan saya seolah -olah mereka bisa merasa baik untuk menjadi nyata di suatu tempat untuk berbagi apa yang terjadi untuk bertanya -tanya apakah itu akan membuat orang lain merasa kurang sendirian mungkin hanya saya hanya saya hanya saya hanya saya","mempersiapkan kematian membiarkan segalanya berjalan, saya hanya memiliki satu hal terakhir untuk melepaskan diri dari tidak mencoba membuat orang panik dan berusaha menyelamatkan saya seolah -olah mereka bisa merasa baik untuk menjadi nyata di suatu tempat untuk berbagi apa yang terjadi untuk bertanya -tanya apakah itu akan membuat orang lain merasa kurang sendiri mungkin hanya saya hanya saya hanya saya hanya saya","['mempersiapkan', 'kematian', 'membiarkan', 'segalanya', 'berjalan', ',', 'saya', 'hanya', 'memiliki', 'satu', 'hal', 'terakhir', 'untuk', 'melepaskan', 'diri', 'dari', 'tidak', 'mencoba', 'membuat', 'orang', 'panik', 'dan', 'berusaha', 'menyelamatkan', 'saya', 'seolah', '-olah', 'mereka', 'bisa', 'merasa', 'baik', 'untuk', 'menjadi', 'nyata', 'di', 'suatu', 'tempat', 'untuk', 'berbagi', 'apa', 'yang', 'terjadi', 'untuk', 'bertanya', '-tanya', 'apakah', 'itu', 'akan', 'membuat', 'orang', 'lain', 'merasa', 'kurang', 'sendiri', 'mungkin', 'hanya', 'saya', 'hanya', 'saya', 'hanya', 'saya', 'hanya', 'saya']","['kematian', 'membiarkan', 'berjalan', ',', 'memiliki', 'melepaskan', 'mencoba', 'orang', 'panik', 'berusaha', 'menyelamatkan', '-olah', 'nyata', 'berbagi', '-tanya', 'orang']","['mati', 'biar', 'jalan', '', 'milik', 'lepas', 'coba', 'orang', 'panik', 'usaha', 'selamat', '-olah', 'nyata', 'bagi', '-tanya', 'orang']",Potential Suicide post
"anak perempuan saya yang berusia 13 tahun overdosis pada sekitar 6 gram wellbutrin dan 1500mg zoloft saya berusaha keras untuk membuat ini benar, ia diterbangkan ke rumah sakit anak -anak dan sekarang dia berbaring di ranjang rumah sakitnya yang tidak responsif dan otot -ototnya tidak ada yang saya miliki, ini adalah hari yang paling menakutkan dalam hidup saya bahwa anak -anak saya tidak pernah ada di sini, saya tidak pernah meraih kudanya yang paling menakutkan dalam hidup saya bahwa anak -anak saya tidak pernah ada di sini, saya telah keluar dari kudanya yang saya miliki. menjadi 14 dia sedikit di sisi yang eksentrik tetapi dia memiliki hati emas yang tidak pernah dia temui orang asing tetapi sejak kelas 8 telah dimulai dia telah diintimidasi dan para guru tidak benar -benar melakukan apa pun tentang hal ini adalah cara yang baik, saya ingin melakukan hal yang sama dan dia tidak memiliki hal -hal yang seperti itu seperti halnya. pergi bagaimana cara melakukan ini bagaimana cara membantunya mengatasinya","anak perempuan saya yang berusia 13 tahun overdosis pada sekitar 6 gram wellbutrin dan 1500mg zoloft saya berusaha keras untuk membuat ini benar, ia diterbangkan ke rumah sakit anak -anak dan sekarang dia berbaring di ranjang rumah sakit yang tidak responsif dan otot -ototnya tidak ada yang saya miliki, ini adalah hari yang paling menakutkan dalam hidup saya bahwa anak -anak saya tidak pernah ada di sini, saya tidak pernah meraih kudanya yang paling menakutkan dalam hidup saya bahwa anak -anak saya tidak pernah ada di sini, saya telah keluar dari kudanya yang saya miliki. menjadi 14 dia sedikit di sisi yang eksentrik tetapi dia memiliki hati emas yang tidak pernah dia temui orang asing tetapi sejak kelas 8 telah dimulai dia telah diintimidasi dan para guru tidak benar -benar melakukan apa pun tentang hal ini adalah cara yang baik, saya ingin melakukan hal yang sama dan dia tidak memiliki hal -hal yang seperti itu seperti halnya. pergi bagaimana cara melakukan ini bagaimana cara membantunya mengatasinya","['anak', 'perempuan', 'saya', 'yang', 'berusia', '13', 'tahun', 'overdosis', 'pada', 'sekitar', '6', 'gram', 'wellbutrin', 'dan', '1500mg', 'zoloft', 'saya', 'berusaha', 'keras', 'untuk', 'membuat', 'ini', 'benar', ',', 'ia', 'diterbangkan', 'ke', 'rumah', 'sakit', 'anak', '-anak', 'dan', 'sekarang', 'dia', 'berbaring', 'di', 'ranjang', 'rumah', 'sakit', 'yang', 'tidak', 'responsif', 'dan', 'otot', '-ototnya', 'tidak', 'ada', 'yang', 'saya', 'miliki', ',', 'ini', 'adalah', 'hari', 'yang', 'paling', 'menakutkan', 'dalam', 'hidup', 'saya', 'bahwa', 'anak', '-anak', 'saya', 'tidak', 'pernah', 'ada', 'di', 'sini', ',', 'saya', 'tidak', 'pernah', 'meraih', 'kudanya', 'yang', 'paling', 'menakutkan', 'dalam', 'hidup', 'saya', 'bahwa', 'anak', '-anak', 'saya', 'tidak', 'pernah', 'ada', 'di', 'sini', ',', 'saya', 'telah', 'keluar', 'dari', 'kudanya', 'yang', 'saya', 'miliki', '.', 'menjadi', '14', 'dia', 'sedikit', 'di', 'sisi', 'yang', 'eksentrik', 'tetapi', 'dia', 'memiliki', 'hati', 'emas', 'yang', 'tidak', 'pernah', 'dia', 'temui', 'orang', 'asing', 'tetapi', 'sejak', 'kelas', '8', 'telah', 'dimulai', 'dia', 'telah', 'diintimidasi', 'dan', 'para', 'guru', 'tidak', 'benar', '-benar', 'melakukan', 'apa', 'pun', 'tentang', 'hal', 'ini', 'adalah', 'cara', 'yang', 'baik', ',', 'saya', 'ingin', 'melakukan', 'hal', 'yang', 'sama', 'dan', 'dia', 'tidak', 'memiliki', 'hal', '-hal', 'yang', 'seperti', 'itu', 'seperti', 'halnya', '.', 'pergi', 'bagaimana', 'cara', 'melakukan', 'ini', 'bagaimana', 'cara', 'membantunya', 'mengatasinya']","['anak', 'perempuan', 'berusia', '13', 'overdosis', '6', 'gram', 'wellbutrin', '1500mg', 'zoloft', 'berusaha', 'keras', ',', 'diterbangkan', 'rumah', 'sakit', 'anak', '-anak', 'berbaring', 'ranjang', 'rumah', 'sakit', 'responsif', 'otot', '-ototnya', 'miliki', ',', 'menakutkan', 'hidup', 'anak', '-anak', ',', 'meraih', 'kudanya', 'menakutkan', 'hidup', 'anak', '-anak', ',', 'kudanya', 'miliki', '.', '14', 'sisi', 'eksentrik', 'memiliki', 'hati', 'emas', 'temui', 'orang', 'asing', 'kelas', '8', 'diintimidasi', 'guru', '-benar', ',', 'memiliki', '-hal', 'halnya', '.', 'pergi', 'membantunya', 'mengatasinya']","['anak', 'perempuan', 'usia', '13', 'overdosis', '6', 'gram', 'wellbutrin', '1500mg', 'zoloft', 'usaha', 'keras', '', 'terbang', 'rumah', 'sakit', 'anak', '-anak', 'baring', 'ranjang', 'rumah', 'sakit', 'responsif', 'otot', '-ototnya', 'milik', '', 'takut', 'hidup', 'anak', '-anak', '', 'raih', 'kuda', 'takut', 'hidup', 'anak', '-anak', '', 'kuda', 'milik', '', '14', 'sisi', 'eksentrik', 'milik', 'hati', 'emas', 'temu', 'orang', 'asing', 'kelas', '8', 'intimidasi', 'guru', '-benar', '', 'milik', '-hal', 'hal', '', 'pergi', 'bantu', 'atas']",Potential Suicide post
